11;8;11;12;1;8
7;17;7;11;13;17
17;5;17;17;14;5
6;6;6;2;13;6
0;4;0;0;6;4
17;3;9;3;17;0
13;6;13;17;11;6
1;4;6;4;1;8
3;14;3;9;7;14
14;3;14;6;8;3
0;12;0;4;2;12
12;12;12;16;8;12
0;14;7;14;0;16
4;8;4;6;11;8
4;2;4;0;11;2
14;13;14;6;16;13
11;0;17;0;11;2
13;17;13;13;16;17
5;17;0;17;5;15
4;0;4;2;0;0
11;0;11;2;7;0
16;13;16;17;14;13
3;12;3;14;0;12
6;2;6;4;3;2
7;11;7;14;5;11
7;17;5;17;7;14
14;5;14;3;17;5
0;14;0;12;2;14
17;3;17;5;15;3
